Checking_Acct_Bal,Loan_Duration,Credit_History,Loan_Amount,Savings_Acct_Bal,Years_Employed,Install_Rate,Years_of Residency,Applicant_Age,Job_Type,DEFAULT
2,10,2,1275,0,1,4,2,23,2,0
0,24,1,2828,2,2,4,4,22,2,0
3,24,4,4526,0,2,3,2,74,3,0
1,36,2,2671,1,2,4,4,50,2,1
3,18,2,2051,0,1,4,1,33,2,0
3,15,2,1300,4,4,4,4,45,2,0
0,12,2,741,1,0,4,3,22,2,1
2,10,2,1240,1,4,1,4,48,1,1
0,21,2,3357,3,1,4,2,29,2,0
0,24,1,3632,0,2,1,4,22,2,0
3,18,3,1808,0,3,4,1,22,2,1
1,48,0,12204,4,2,2,2,48,3,0
1,60,3,9157,4,2,2,2,27,3,0
0,6,4,3676,0,2,1,3,37,2,0
1,30,2,3441,1,2,2,4,21,2,1
3,12,2,640,0,2,4,2,49,1,0
1,21,4,3652,0,3,2,3,27,2,0
3,18,4,1530,0,2,3,2,32,2,1
3,48,2,3914,4,2,4,2,38,2,1
0,12,2,1858,0,1,4,1,22,2,0
0,18,2,2600,0,2,4,4,65,2,1
3,15,2,1979,4,4,4,2,35,2,0
2,6,2,2116,0,2,2,2,41,2,0
1,9,1,1437,1,3,2,3,29,2,1
3,42,4,4042,2,2,4,4,36,2,0
3,9,2,3832,4,4,1,4,64,1,0
0,24,2,3660,0,2,2,4,28,2,0
0,18,1,1553,0,2,4,3,44,2,1
1,15,2,1444,4,1,4,1,23,2,0
3,9,2,1980,0,1,2,2,19,2,1
1,24,2,1355,0,1,3,4,25,1,1
3,12,2,1393,0,4,4,4,47,2,0
3,24,2,1376,2,3,4,1,28,2,0
3,60,3,15653,0,3,2,4,21,2,0
3,12,2,1493,0,1,4,3,34,2,0
0,42,3,4370,0,3,3,2,26,2,1
0,18,2,750,0,0,4,1,27,0,1
1,15,2,1308,0,4,4,4,38,1,0
3,15,2,4623,1,2,3,2,40,3,1
3,24,4,1851,0,3,4,2,33,2,0
0,18,4,1880,0,3,4,1,32,3,0
3,36,3,7980,4,1,4,4,27,2,1
0,30,0,4583,0,2,2,2,32,2,0
3,12,2,1386,2,2,2,2,26,2,1
2,24,2,947,0,3,4,3,38,2,1
0,12,2,684,0,2,4,4,40,1,1
0,48,2,7476,0,3,4,1,50,3,0
1,12,2,1922,0,2,4,2,37,1,1
0,24,2,2303,0,4,4,1,45,2,1
1,36,3,8086,1,4,2,4,42,3,1
3,24,4,2346,0,3,4,3,35,2,0
0,14,2,3973,0,0,1,4,22,2,0
1,12,2,888,0,4,4,4,41,1,1
3,48,2,10222,4,3,4,3,37,2,0
1,30,0,4221,0,2,2,1,28,2,0
1,18,4,6361,0,4,2,1,41,2,0
2,12,2,1297,0,2,3,4,23,2,0
0,12,2,900,4,2,4,2,23,2,1
3,21,2,2241,0,4,4,2,50,2,0
1,6,3,1050,0,0,4,1,35,3,0
2,6,4,1047,0,2,2,4,50,1,0
3,24,4,6314,0,0,4,2,27,3,0
1,30,1,3496,3,2,4,2,34,2,0
3,48,1,3609,0,2,1,1,27,2,0
0,12,4,4843,0,4,3,4,43,2,1
2,30,4,3017,0,4,4,4,47,2,0
3,24,4,4139,1,2,3,3,27,1,0
3,36,2,5742,1,3,2,2,31,2,0
3,60,2,10366,0,4,2,4,42,3,0
3,6,4,2080,2,2,1,2,24,2,0
3,21,3,2580,2,1,4,2,41,1,1
3,30,4,4530,0,3,4,4,26,3,0
3,24,4,5150,0,4,4,4,33,2,0
1,72,2,5595,1,2,2,2,24,2,1
0,24,2,2384,0,4,4,4,64,1,0
3,18,2,1453,0,1,3,1,26,2,0
3,6,2,1538,0,1,1,2,56,2,0
3,12,2,2279,4,2,4,4,37,2,0
3,15,3,1478,0,2,4,3,33,2,0
3,24,4,5103,0,1,3,3,47,2,0
1,36,3,9857,1,3,1,3,31,1,0
3,60,2,6527,4,2,4,4,34,2,0
2,10,4,1347,4,3,4,2,27,2,0
1,36,3,2862,1,4,4,3,30,2,0
3,9,2,2753,1,4,3,4,35,2,0
0,12,2,3651,3,2,1,3,31,2,0
0,15,4,975,0,2,2,3,25,2,0
1,15,2,2631,1,2,3,2,25,1,0
1,24,2,2896,1,1,2,1,29,2,0
0,6,4,4716,4,1,1,3,44,1,0
3,24,2,2284,0,3,4,2,28,2,0
3,6,2,1236,2,2,2,4,50,2,0
1,12,2,1103,0,3,4,3,29,2,0
3,12,4,926,0,0,1,2,38,0,0
3,18,4,1800,0,2,4,2,24,2,0
2,15,2,1905,0,4,4,4,40,3,0
3,12,2,1123,2,2,4,4,29,1,1
0,48,4,6331,0,4,4,4,46,2,1
2,24,2,1377,1,4,4,2,47,2,0
1,30,3,2503,1,4,4,2,41,2,0
1,27,2,2528,0,1,4,1,32,2,0
3,15,2,5324,2,4,1,4,35,2,0
1,48,2,6560,1,3,3,2,24,2,1
1,12,0,2969,0,1,4,3,25,2,1
1,9,2,1206,0,4,4,4,25,2,0
1,9,2,2118,0,2,2,2,37,1,0
3,18,4,629,2,4,4,3,32,3,0
0,6,1,1198,0,4,4,4,35,2,1
3,21,2,2476,4,4,4,4,46,3,0
0,9,4,1138,0,2,4,4,25,1,0
1,60,2,14027,0,3,4,2,27,3,1
3,30,4,7596,4,4,1,4,63,2,0
3,30,4,3077,4,4,3,2,40,2,0
3,18,2,1505,0,2,4,2,32,3,0
2,24,4,3148,4,2,3,2,31,2,0
1,20,0,6148,1,4,3,4,31,2,0
2,9,0,1337,0,1,4,2,34,3,1
1,6,1,433,3,1,4,2,24,2,1
0,12,2,1228,0,2,4,2,24,1,1
1,9,2,790,2,2,4,3,66,1,0
3,27,2,2570,0,2,3,3,21,2,1
3,6,4,250,3,2,2,2,41,1,0
3,15,4,1316,2,2,2,2,47,1,0
0,18,2,1882,0,2,4,4,25,2,1
1,48,1,6416,0,4,4,3,59,2,1
2,24,4,1275,3,2,2,4,36,2,0
1,24,3,6403,0,1,1,2,33,2,0
0,24,2,1987,0,2,2,4,21,1,1
1,8,2,760,0,3,4,2,44,1,0
3,24,2,2603,3,2,2,4,28,2,0
3,4,4,3380,0,3,1,1,37,2,0
1,36,1,3990,4,1,3,2,29,0,0
1,24,2,11560,0,2,1,4,23,3,1
0,18,2,4380,1,2,3,4,35,1,0
3,6,4,6761,0,3,1,3,45,3,0
1,30,0,4280,1,2,4,4,26,1,1
0,24,1,2325,1,3,2,3,32,2,0
1,10,1,1048,0,2,4,4,23,1,0
3,21,2,3160,4,4,4,3,41,2,0
0,24,1,2483,2,2,4,4,22,2,0
0,39,4,14179,4,3,4,4,30,3,0
0,13,4,1797,0,1,3,1,28,1,0
0,15,2,2511,0,0,1,4,23,2,0
0,12,2,1274,0,1,3,1,37,1,1
3,21,2,5248,4,2,1,3,26,2,0
3,15,2,3029,0,3,2,2,33,2,0
0,6,2,428,0,4,2,1,49,2,0
0,18,2,976,0,1,1,2,23,1,1
1,12,2,841,1,3,2,4,23,1,0
3,30,4,5771,0,3,4,2,25,2,0
3,12,3,1555,3,4,4,4,55,2,1
0,24,2,1285,4,3,4,4,32,2,1
2,6,4,1299,0,2,1,1,74,0,0
2,15,4,1271,4,2,3,4,39,2,1
3,24,2,1393,0,2,2,2,31,2,0
0,12,4,691,0,4,4,3,35,2,1
3,15,4,5045,4,4,1,4,59,2,0
0,18,4,2124,0,2,4,4,24,2,1
0,12,2,2214,0,2,4,3,24,1,0
3,21,4,12680,4,4,4,4,30,3,1
3,24,4,2463,1,3,4,3,27,2,0
1,12,2,1155,0,4,3,3,40,1,0
0,30,2,3108,0,1,2,4,31,1,1
3,10,2,2901,4,1,1,4,31,2,0
1,12,4,3617,0,4,1,4,28,2,0
3,12,4,1655,0,4,2,4,63,1,0
0,24,2,2812,4,4,2,4,26,2,0
0,36,4,8065,0,2,3,2,25,3,1
3,21,4,3275,0,4,1,4,36,3,0
3,24,4,2223,1,4,4,4,52,2,0
2,12,4,1480,2,0,2,4,66,0,0
0,24,2,1371,4,2,4,4,25,2,1
3,36,4,3535,0,3,4,4,37,2,0
0,18,2,3509,0,3,4,1,25,2,0
3,36,4,5711,3,4,4,2,38,3,0
1,18,2,3872,0,0,2,4,67,2,0
1,39,4,4933,0,3,2,2,25,2,1
3,24,4,1940,3,4,4,4,60,2,0
1,12,0,1410,0,2,2,2,31,1,0
1,12,2,836,1,1,4,2,23,1,1
1,20,2,6468,4,0,1,4,60,3,0
1,18,2,1941,3,2,4,2,35,1,0
3,22,2,2675,2,4,3,4,40,2,0
3,48,4,2751,4,4,4,3,38,2,0
1,48,3,6224,0,4,4,4,50,2,1
0,40,4,5998,0,2,4,3,27,2,1
1,21,2,1188,0,4,2,4,39,2,1
3,24,2,6313,4,4,3,4,41,3,0
3,6,4,1221,4,2,1,2,27,2,0
2,24,2,2892,0,4,3,4,51,2,0
3,24,2,3062,2,4,4,3,32,2,0
3,9,2,2301,1,1,2,4,22,2,0
0,18,2,7511,4,4,1,4,51,2,1
3,12,4,1258,0,1,2,4,22,1,0
3,24,3,717,4,4,4,4,54,2,0
1,9,2,1549,4,1,4,2,35,0,0
3,24,4,1597,0,4,4,4,54,2,0
1,18,4,1795,0,4,3,4,48,1,0
0,20,4,4272,0,4,1,4,24,2,0
3,12,4,976,4,4,4,4,35,2,0
1,12,2,7472,4,0,1,2,24,0,0
0,36,2,9271,0,3,2,1,24,2,1
1,6,2,590,0,1,3,3,26,1,0
3,12,4,930,4,4,4,4,65,2,0
1,42,1,9283,0,0,1,2,55,3,0
1,15,0,1778,0,1,2,1,26,0,1
1,8,2,907,0,1,3,2,26,2,0
1,6,2,484,0,3,3,3,28,1,0
0,36,4,9629,0,3,4,4,24,2,1
0,48,2,3051,0,2,3,4,54,2,1
0,48,2,3931,0,3,4,4,46,2,1
1,36,3,7432,0,2,2,2,54,2,0
3,6,2,1338,2,2,1,4,62,2,0
3,6,4,1554,0,3,1,2,24,2,0
0,36,2,15857,0,0,2,3,43,3,0
0,18,2,1345,0,2,4,3,26,2,1
3,12,2,1101,0,2,3,2,27,2,0
2,12,2,3016,0,2,3,1,24,2,0
0,36,2,2712,0,4,2,2,41,2,1
0,8,4,731,0,4,4,4,47,1,0
3,18,4,3780,0,1,3,2,35,3,0
0,21,4,1602,0,4,4,3,30,2,0
0,18,4,3966,0,4,1,4,33,2,1
3,18,0,4165,0,2,2,2,36,2,1
0,36,2,8335,4,4,3,4,47,2,1
1,48,3,6681,4,2,4,4,38,2,0
3,24,3,2375,2,2,4,2,44,2,0
0,18,2,1216,0,1,4,3,23,2,1
0,45,0,11816,0,4,2,4,29,2,1
1,24,2,5084,4,4,2,4,42,2,0
2,15,2,2327,0,1,2,3,25,1,1
0,12,0,1082,0,2,4,4,48,2,1
3,12,2,886,4,2,4,2,21,2,0
3,4,2,601,0,1,1,3,23,1,0
0,24,4,2957,0,4,4,4,63,2,0
3,24,4,2611,0,4,4,3,46,2,0
0,36,2,5179,0,3,4,2,29,2,1
3,21,3,2993,0,2,3,2,28,1,0
3,18,2,1943,0,1,4,4,23,2,1
3,24,1,1559,0,3,4,4,50,2,0
3,18,2,3422,0,4,4,4,47,2,0
1,21,2,3976,4,3,2,3,35,2,0
3,18,2,6761,4,2,2,4,68,2,1
3,24,2,1249,0,1,4,2,28,2,0
0,9,2,1364,0,3,3,4,59,2,0
0,12,2,709,0,4,4,4,57,1,1
0,20,4,2235,0,2,4,2,33,2,1
3,24,4,4042,4,3,3,4,43,2,0
3,15,4,1471,0,2,4,4,35,2,0
0,18,1,1442,0,3,4,4,32,1,1
3,36,3,10875,0,4,2,2,45,2,0
3,24,2,1474,1,1,4,3,33,2,0
3,10,2,894,4,3,4,3,40,2,0
3,15,4,3343,0,2,4,2,28,2,0
0,15,2,3959,0,2,3,2,29,2,1
3,9,2,3577,1,2,1,2,26,2,0
3,24,4,5804,3,2,4,2,27,2,0
3,18,3,2169,0,2,4,2,28,2,1
0,24,2,2439,0,1,4,4,35,2,1
3,27,4,4526,3,1,4,2,32,1,0
3,10,2,2210,0,2,2,2,25,1,1
3,15,2,2221,2,2,2,4,20,2,0
0,18,2,2389,0,1,4,1,27,2,0
3,12,4,3331,0,4,2,4,42,2,0
3,36,2,7409,4,4,3,2,37,2,0
0,12,2,652,0,4,4,4,24,2,0
3,36,3,7678,2,3,2,4,40,2,0
2,6,4,1343,0,4,1,4,46,2,0
0,24,4,1382,1,3,4,1,26,2,0
3,15,2,874,4,1,4,1,24,2,0
0,12,2,3590,0,2,2,2,29,1,0
1,11,4,1322,3,2,4,4,40,2,0
0,18,1,1940,0,1,3,4,36,3,0
3,36,2,3595,0,4,4,2,28,2,0
0,9,2,1422,0,1,3,2,27,3,1
3,30,4,6742,4,3,2,3,36,2,0
3,24,2,7814,0,3,3,3,38,3,0
3,24,2,9277,4,2,2,4,48,2,0
1,30,4,2181,4,4,4,4,36,2,0
3,18,4,1098,0,0,4,4,65,0,0
1,24,2,4057,0,3,3,3,43,2,1
0,12,2,795,0,1,4,4,53,2,1
1,24,4,2825,4,3,4,3,34,2,0
1,48,2,15672,0,2,2,2,23,2,1
3,36,4,6614,0,4,4,4,34,3,0
3,28,1,7824,4,1,3,4,40,2,0
0,27,4,2442,0,4,4,4,43,3,0
3,15,4,1829,0,4,4,4,46,2,0
0,12,4,2171,0,2,4,4,38,1,0
1,36,4,5800,0,2,3,4,34,2,0
3,18,4,1169,4,2,4,3,29,2,0
3,36,3,8947,4,3,3,2,31,3,0
0,21,2,2606,0,1,4,4,28,3,0
3,12,4,1592,3,3,3,2,35,2,0
3,15,2,2186,4,3,1,4,33,1,0
0,18,2,4153,0,2,2,3,42,2,1
0,16,4,2625,0,4,2,4,43,2,1
3,20,4,3485,4,1,2,4,44,2,0
3,36,4,10477,4,4,2,4,42,2,0
3,15,2,1386,4,2,4,2,40,2,0
3,24,2,1278,0,4,4,1,36,3,0
0,12,2,1107,0,2,2,2,20,3,0
0,21,2,3763,4,3,2,2,24,1,0
1,36,2,3711,4,2,2,2,27,2,0
3,15,3,3594,0,1,1,2,46,1,0
1,9,2,3195,4,2,1,2,33,1,0
3,36,3,4454,0,2,4,4,34,2,0
1,24,4,4736,0,1,2,4,25,1,1
1,30,2,2991,4,4,2,4,25,2,0
3,11,2,2142,3,4,1,2,28,2,0
0,24,1,3161,0,2,4,2,31,2,1
1,48,0,18424,0,2,1,2,32,3,1
3,10,2,2848,1,2,1,2,32,2,0
0,6,2,14896,0,4,1,4,68,3,1
0,24,2,2359,1,0,1,1,33,2,1
0,24,2,3345,0,4,4,2,39,3,1
3,18,4,1817,0,2,4,2,28,2,0
3,48,3,12749,2,3,4,1,37,3,0
0,9,2,1366,0,1,3,4,22,2,1
1,12,2,2002,0,3,3,4,30,2,0
0,24,1,6872,0,1,2,1,55,2,1
0,12,1,697,0,1,4,2,46,2,1
0,18,4,1049,0,1,4,4,21,2,0
0,48,2,10297,0,3,4,4,39,2,1
3,30,2,1867,4,4,4,4,58,2,0
0,12,3,1344,0,2,4,2,43,1,0
0,24,2,1747,0,1,4,1,24,1,0
1,9,2,1670,0,1,4,2,22,2,1
3,9,4,1224,0,2,3,1,30,2,0
3,12,4,522,2,4,4,4,42,2,0
0,12,2,1498,0,2,4,1,23,2,0
1,30,3,1919,1,1,4,3,30,3,1
2,9,2,745,0,2,3,2,28,1,1
1,6,2,2063,0,1,4,3,30,3,0
1,60,2,6288,0,2,4,4,42,2,1
3,24,4,6842,4,2,2,4,46,3,0
3,12,2,3527,4,1,2,3,45,3,0
3,10,2,1546,0,2,3,2,31,1,0
3,24,2,929,4,3,4,2,31,2,0
3,4,4,1455,0,3,2,1,42,1,0
0,15,2,1845,0,1,4,1,46,2,0
1,48,0,8358,2,1,1,1,30,2,0
0,24,1,3349,2,1,4,4,30,2,1
3,12,2,2859,4,0,4,4,38,3,0
3,18,2,1533,0,1,4,1,43,1,1
3,24,2,3621,1,4,2,4,31,2,1
1,18,4,3590,0,0,3,3,40,0,0
0,36,3,2145,0,3,2,1,24,2,1
1,24,2,4113,2,1,3,4,28,2,1
3,36,2,10974,0,0,4,2,26,3,1
0,12,2,1893,0,2,4,4,29,2,0
0,24,4,1231,3,4,4,4,57,3,0
2,30,4,3656,4,4,4,4,49,1,0
1,9,4,1154,0,4,2,4,37,1,0
0,28,2,4006,0,2,3,2,45,1,1
1,24,2,3069,1,4,4,4,30,2,0
3,6,4,1740,0,4,2,2,30,2,0
1,21,3,2353,0,2,1,4,47,2,0
3,15,2,3556,4,2,3,2,29,2,0
3,24,2,2397,2,4,3,2,35,2,1
1,6,2,454,0,1,3,1,22,1,0
1,30,2,1715,4,2,4,1,26,2,0
1,27,4,2520,2,2,4,2,23,1,1
3,15,2,3568,0,4,4,2,54,3,0
3,42,2,7166,4,3,2,4,29,2,0
0,11,4,3939,0,2,1,2,40,1,0
1,15,2,1514,1,2,4,2,22,2,0
3,24,2,7393,0,2,1,4,43,1,0
0,24,1,1193,0,0,1,4,29,0,1
0,60,2,7297,0,4,4,4,36,2,1
3,30,4,2831,0,2,4,2,33,2,0
2,24,2,1258,2,2,3,3,57,1,0
1,6,2,753,0,2,2,3,64,2,0
1,18,3,2427,4,4,4,2,42,2,0
3,24,3,2538,0,4,4,4,47,1,1
1,15,1,1264,1,2,2,2,25,2,1
1,30,4,8386,0,3,2,2,49,2,1
3,48,2,4844,0,0,3,2,33,3,1
2,21,2,2923,1,2,1,1,28,3,0
0,36,2,8229,0,2,2,2,26,2,1
3,24,4,2028,0,3,2,2,30,1,0
0,15,4,1433,0,2,4,3,25,2,0
2,42,0,6289,0,1,2,1,33,2,0
3,13,2,1409,1,0,2,4,64,2,0
0,24,2,6579,0,0,4,2,29,3,0
1,24,4,1743,0,4,4,2,48,1,0
3,12,4,3565,4,1,2,1,37,1,0
3,15,1,1569,1,4,4,4,34,1,0
0,18,2,1936,4,3,2,4,23,1,0
0,36,2,3959,0,0,4,3,30,3,0
3,12,2,2390,4,4,4,3,50,2,0
3,12,2,1736,0,3,3,4,31,1,0
0,30,2,3857,0,2,4,4,40,3,0
3,12,2,804,0,4,4,4,38,2,0
0,45,2,1845,0,2,4,4,23,2,1
1,45,4,4576,1,0,3,4,27,2,0
